college,income,data_overage_mb,data_leftover_mb,data_mb_used,text_message_count,house,handset_price,over_15mins_calls_per_month,average_call_duration,reported_satisfaction,reported_usage_level,considering_change_of_plan,leave,id,operating_system
one,424607.0,57,0.0,4545.0,139,1234204,219.0,3.0,15.0,high,high,no,STAY,2725,Android
zero,252761.0,0,9.0,5850.0,156,870652,1143.0,1.0,6.0,low,high,no,STAY,2511,IOS
zero,428755.0,0,0.0,2059.0,87,804171,361.0,1.0,11.0,low,high,yes,LEAVE,15757,Android
one,275555.0,65,32.0,4508.0,107,914669,775.0,3.0,1.0,low,high,yes,LEAVE,995,Android
one,319659.0,0,0.0,6144.0,142,1244851,348.0,1.0,9.0,low,low,yes,STAY,4038,Android
one,419640.0,253,69.0,4269.0,195,416471,687.0,13.0,6.0,low,high,no,LEAVE,4917,Android
zero,391082.0,0,11.0,7549.0,181,810502,1316.0,0.0,4.0,low,high,yes,STAY,14337,IOS
one,142466.0,251,69.0,6981.0,187,868323,1090.0,26.0,1.0,low,low,yes,STAY,12445,IOS
one,235416.0,0,7.0,1668.0,60,1085784,1124.0,1.0,6.0,low,low,no,STAY,5645,IOS
one,383789.0,0,17.0,2050.0,105,914194,1078.0,0.0,4.0,low,low,no,STAY,1277,IOS
zero,347157.0,0,0.0,4769.0,121,875113,1068.0,0.0,15.0,avg,low,yes,LEAVE,4029,IOS
one,70456.0,223,81.0,3232.0,187,455893,861.0,23.0,2.0,low,high,yes,LEAVE,8613,IOS
one,389030.0,53,0.0,7957.0,76,968193,269.0,3.0,9.0,high,high,yes,LEAVE,447,Android
one,332757.0,58,0.0,2237.0,164,767250,948.0,3.0,12.0,high,low,yes,LEAVE,14222,IOS
zero,167295.0,208,14.0,4047.0,60,545936,1103.0,10.0,4.0,low,low,yes,LEAVE,18718,IOS
one,250213.0,251,0.0,658.0,71,449665,862.0,19.0,15.0,low,low,yes,LEAVE,8127,IOS
one,115726.0,77,32.0,2848.0,205,833704,395.0,5.0,1.0,low,low,yes,LEAVE,17966,Android
zero,377694.0,0,23.0,517.0,126,1228235,400.0,11.0,12.0,low,low,yes,STAY,5142,Android
zero,236601.0,0,36.0,3334.0,68,1117339,819.0,0.0,2.0,high,low,,LEAVE,5725,IOS
zero,239194.0,59,0.0,1295.0,71,1246079,429.0,3.0,11.0,avg,high,no,STAY,14813,Android
one,231723.0,0,80.0,6564.0,117,682421,515.0,1.0,1.0,low,low,yes,LEAVE,7657,Android
one,297023.0,144,0.0,7296.0,156,958105,668.0,27.0,8.0,low,low,yes,LEAVE,12746,Android
zero,216412.0,244,19.0,6921.0,179,492454,845.0,27.0,5.0,low,low,no,LEAVE,1660,IOS
zero,158250.0,187,31.0,6794.0,175,405428,984.0,19.0,1.0,low,low,no,LEAVE,13146,IOS
one,64381.0,0,70.0,1082.0,53,1077341,1010.0,1.0,1.0,high,high,yes,STAY,17905,IOS
zero,155612.0,199,8.0,1929.0,126,1354221,1343.0,29.0,6.0,low,low,,STAY,19918,IOS
one,93951.0,174,0.0,2876.0,121,524295,628.0,21.0,9.0,low,low,no,LEAVE,967,Android
one,243124.0,45,0.0,6274.0,94,1063498,1257.0,5.0,15.0,high,avg,yes,STAY,7163,IOS
zero,260302.0,74,0.0,2198.0,88,1047966,948.0,4.0,11.0,low,high,yes,LEAVE,2207,IOS
one,128780.0,0,0.0,3962.0,85,834124,495.0,0.0,1.0,low,high,yes,STAY,8101,Android
zero,266315.0,79,18.0,2601.0,147,1297849,943.0,1.0,4.0,low,high,yes,STAY,12505,IOS
one,239079.0,52,0.0,5211.0,201,614605,832.0,4.0,12.0,low,low,yes,LEAVE,11047,IOS
one,82518.0,0,6.0,2484.0,145,602212,555.0,25.0,5.0,high,high,yes,LEAVE,16453,Android
zero,106631.0,86,23.0,3091.0,123,746754,1250.0,3.0,4.0,avg,low,yes,STAY,19894,IOS
zero,278266.0,43,23.0,7462.0,86,845196,621.0,3.0,5.0,low,low,yes,STAY,18213,Android
zero,217916.0,0,35.0,1662.0,103,370955,251.0,0.0,1.0,low,high,yes,LEAVE,9347,Android
one,357898.0,63,22.0,2572.0,166,873614,1319.0,5.0,4.0,low,low,yes,LEAVE,327,IOS
zero,135555.0,0,61.0,4325.0,56,653034,788.0,1.0,1.0,high,low,no,LEAVE,13392,Android
one,184024.0,0,0.0,4991.0,193,677377,1229.0,1.0,9.0,low,low,yes,LEAVE,5460,IOS
zero,100465.0,0,0.0,3346.0,168,639093,374.0,1.0,9.0,high,low,yes,STAY,15649,Android
one,211331.0,0,60.0,3775.0,176,638043,803.0,0.0,1.0,high,low,no,LEAVE,16837,IOS
one,370729.0,0,73.0,3947.0,55,1086584,243.0,1.0,1.0,high,high,no,STAY,1444,Android
one,333715.0,49,76.0,5472.0,116,1189862,997.0,5.0,1.0,low,high,no,STAY,16284,IOS
one,156403.0,208,12.0,802.0,64,1193556,1227.0,27.0,5.0,high,low,yes,LEAVE,10359,IOS
zero,220770.0,49,54.0,1231.0,98,810553,1155.0,5.0,2.0,high,high,no,STAY,3887,IOS
one,255587.0,0,34.0,4689.0,77,1229931,900.0,3.0,1.0,low,high,no,STAY,3918,IOS
one,151196.0,86,0.0,7408.0,143,936025,897.0,3.0,5.0,low,high,no,LEAVE,226,IOS
one,386014.0,234,24.0,5586.0,151,639274,487.0,26.0,5.0,high,low,yes,STAY,13292,Android
one,281428.0,0,42.0,4806.0,110,740977,765.0,0.0,1.0,low,low,yes,LEAVE,11055,Android
one,261878.0,0,9.0,4262.0,73,604329,618.0,0.0,12.0,high,avg,yes,STAY,15495,Android
zero,348086.0,174,0.0,4030.0,101,1215552,1055.0,27.0,8.0,low,low,yes,STAY,4485,IOS
one,224932.0,0,47.0,2403.0,210,947919,956.0,5.0,1.0,high,low,yes,STAY,17069,IOS
zero,362034.0,68,12.0,7071.0,75,322451,833.0,5.0,10.0,low,high,,LEAVE,13051,IOS
one,177478.0,212,6.0,1851.0,168,774812,1234.0,12.0,4.0,avg,low,yes,STAY,14324,IOS
zero,233795.0,0,75.0,6139.0,193,1061813,310.0,3.0,15.0,low,high,yes,STAY,4680,Android
one,115536.0,270,12.0,2520.0,196,781843,1101.0,10.0,6.0,high,low,no,LEAVE,10209,IOS
one,215615.0,194,0.0,1510.0,208,726554,478.0,20.0,5.0,low,low,yes,LEAVE,8081,Android
one,365639.0,0,0.0,6670.0,169,376252,1093.0,0.0,11.0,low,low,no,LEAVE,8997,IOS
one,309659.0,238,20.0,3140.0,205,1218714,1052.0,15.0,6.0,low,low,yes,STAY,10471,IOS
one,168959.0,63,0.0,1567.0,170,793432,780.0,5.0,15.0,low,low,no,STAY,8488,Android
zero,247670.0,93,15.0,3757.0,213,835621,1281.0,5.0,9.0,low,low,yes,STAY,1223,IOS
one,363040.0,216,69.0,6055.0,174,762570,481.0,18.0,1.0,high,low,yes,LEAVE,2449,Android
zero,318595.0,246,53.0,4031.0,130,1081010,726.0,27.0,1.0,low,high,no,LEAVE,14137,Android
zero,195977.0,0,9.0,2177.0,202,657748,747.0,1.0,1.0,low,low,no,STAY,2883,Android
one,358999.0,0,78.0,6360.0,88,1179138,683.0,4.0,1.0,low,high,yes,STAY,14997,Android
zero,316676.0,0,0.0,3670.0,56,840548,300.0,0.0,12.0,low,low,no,LEAVE,13306,Android
one,162570.0,51,9.0,650.0,65,1142462,1241.0,5.0,4.0,low,low,yes,STAY,14586,IOS
one,371835.0,225,33.0,1900.0,130,1079545,788.0,4.0,2.0,high,low,yes,STAY,14548,Android
zero,277153.0,0,31.0,7962.0,56,1062835,942.0,0.0,1.0,low,avg,no,LEAVE,12022,IOS
one,125513.0,225,48.0,3439.0,95,777560,1282.0,23.0,1.0,high,low,no,LEAVE,5401,IOS
zero,197640.0,0,0.0,6165.0,112,730972,640.0,1.0,9.0,low,low,yes,STAY,7469,Android
one,78981.0,54,0.0,5382.0,197,720828,654.0,5.0,12.0,high,high,yes,STAY,7203,Android
one,161641.0,0,0.0,1232.0,210,548348,1299.0,0.0,8.0,low,high,yes,LEAVE,5452,IOS
zero,277697.0,194,0.0,2826.0,54,1100501,1227.0,0.0,9.0,low,high,yes,LEAVE,7424,IOS
zero,341812.0,190,0.0,1569.0,188,966212,1013.0,15.0,13.0,low,low,no,STAY,6549,IOS
zero,241393.0,64,0.0,7735.0,56,668523,352.0,3.0,8.0,low,low,,STAY,9956,Android
zero,184345.0,60,0.0,2322.0,189,609414,1113.0,4.0,11.0,avg,low,yes,STAY,2938,IOS
one,187284.0,207,0.0,7960.0,147,901842,794.0,1.0,12.0,low,low,yes,STAY,14841,Android
one,367210.0,74,0.0,1754.0,192,1080877,940.0,4.0,13.0,low,high,no,LEAVE,4293,IOS
one,320487.0,197,0.0,5126.0,62,705336,468.0,1.0,10.0,high,high,yes,LEAVE,2371,Android
one,244239.0,0,18.0,3129.0,168,947664,1059.0,0.0,6.0,low,high,no,STAY,1439,IOS
one,315093.0,86,0.0,3142.0,177,395137,1054.0,11.0,9.0,low,high,no,LEAVE,111,IOS
zero,103211.0,0,42.0,5107.0,88,492687,468.0,0.0,2.0,high,low,yes,LEAVE,622,Android
one,254743.0,66,0.0,7876.0,130,765311,236.0,5.0,13.0,low,low,yes,STAY,5657,Android
zero,168441.0,0,23.0,2636.0,57,685066,594.0,3.0,5.0,low,low,yes,STAY,3518,Android
one,128705.0,0,0.0,2623.0,87,807555,504.0,0.0,14.0,low,high,yes,STAY,18806,Android
one,336596.0,72,15.0,7571.0,158,749617,454.0,3.0,4.0,low,high,no,LEAVE,11594,Android
one,107619.0,61,9.0,2829.0,208,795389,1290.0,5.0,4.0,low,high,yes,LEAVE,11285,IOS
one,96046.0,241,18.0,6348.0,74,1001391,1000.0,5.0,6.0,low,high,no,LEAVE,955,IOS
one,231309.0,0,10.0,5557.0,126,988269,1003.0,0.0,4.0,high,low,yes,STAY,5730,IOS
one,162124.0,0,0.0,461.0,87,1338613,666.0,0.0,11.0,low,low,yes,STAY,13340,Android
one,235767.0,0,59.0,1042.0,186,363088,522.0,5.0,11.0,low,low,no,LEAVE,3731,Android
one,105794.0,0,0.0,1107.0,153,1023445,304.0,0.0,8.0,low,low,yes,LEAVE,404,Android
one,421370.0,0,0.0,2848.0,110,938978,1033.0,0.0,14.0,high,low,yes,LEAVE,19184,IOS
zero,62159.0,0,20.0,5751.0,201,786487,1064.0,1.0,4.0,high,low,yes,LEAVE,13876,IOS
one,53661.0,0,18.0,7567.0,132,1124719,1040.0,1.0,5.0,avg,high,yes,STAY,14561,IOS
one,145338.0,175,19.0,5770.0,207,622305,980.0,17.0,4.0,high,avg,yes,LEAVE,7463,IOS
zero,360737.0,71,27.0,,90,522645,1060.0,5.0,2.0,low,high,yes,LEAVE,8470,IOS
one,97865.0,0,0.0,3693.0,202,488458,905.0,1.0,14.0,high,high,no,LEAVE,14648,IOS
one,251551.0,198,0.0,4051.0,143,421685,331.0,11.0,8.0,avg,high,yes,LEAVE,18474,Android
zero,219204.0,0,19.0,4611.0,219,808630,1332.0,0.0,6.0,low,low,yes,STAY,15535,IOS
one,390116.0,186,20.0,5872.0,79,619889,685.0,18.0,5.0,high,low,no,LEAVE,15827,Android
zero,85550.0,35,0.0,3406.0,172,672606,1077.0,4.0,4.0,low,low,yes,LEAVE,12653,IOS
zero,331440.0,0,0.0,4172.0,207,1038635,,0.0,15.0,low,low,yes,STAY,12540,IOS
one,352299.0,0,81.0,7320.0,182,1133451,864.0,0.0,1.0,low,low,yes,STAY,9134,IOS
zero,126475.0,232,23.0,445.0,108,569336,799.0,16.0,5.0,low,low,yes,STAY,5836,Android
zero,92646.0,216,0.0,6601.0,201,939677,512.0,15.0,15.0,low,high,no,LEAVE,3718,Android
one,426399.0,0,0.0,4126.0,193,1281073,221.0,0.0,8.0,high,high,no,STAY,10215,Android
one,226207.0,0,0.0,6285.0,116,1157779,531.0,1.0,15.0,low,low,yes,STAY,17525,Android
one,350093.0,179,28.0,3274.0,178,692706,941.0,18.0,1.0,low,high,yes,LEAVE,2657,IOS
one,159054.0,0,0.0,2517.0,54,981459,584.0,0.0,8.0,low,high,no,STAY,19716,Android
one,202755.0,165,0.0,4539.0,129,488334,1270.0,14.0,8.0,high,low,no,LEAVE,11340,IOS
zero,118106.0,233,60.0,1538.0,94,521332,852.0,29.0,1.0,high,low,no,LEAVE,1332,IOS
one,249877.0,50,41.0,5191.0,122,566090,326.0,16.0,2.0,high,high,no,STAY,5241,Android
one,304390.0,58,47.0,4399.0,121,1152601,381.0,4.0,1.0,low,high,yes,LEAVE,12021,Android
one,60631.0,0,0.0,1635.0,113,346429,784.0,16.0,9.0,high,low,yes,LEAVE,8389,Android
one,289888.0,70,42.0,7479.0,187,534705,1002.0,5.0,5.0,low,high,yes,LEAVE,234,IOS
one,394506.0,63,0.0,1867.0,193,409079,927.0,4.0,14.0,high,high,yes,LEAVE,12132,IOS
zero,127877.0,80,6.0,7757.0,133,1118325,1330.0,4.0,5.0,high,low,,STAY,6664,IOS
one,177742.0,0,71.0,4875.0,78,1154928,557.0,0.0,6.0,high,low,yes,LEAVE,9427,Android
one,137680.0,238,0.0,4074.0,53,1361922,726.0,22.0,10.0,low,low,yes,STAY,15645,Android
zero,386464.0,59,53.0,6368.0,115,1052017,1111.0,26.0,2.0,low,low,yes,STAY,16738,IOS
zero,129495.0,51,74.0,5352.0,103,769025,530.0,4.0,2.0,low,low,yes,STAY,4079,Android
one,290157.0,61,0.0,1769.0,195,805017,477.0,4.0,10.0,high,high,yes,LEAVE,14837,Android
one,257584.0,63,0.0,7415.0,118,492782,1091.0,3.0,15.0,high,low,no,LEAVE,11353,IOS
one,302140.0,0,0.0,618.0,144,1417028,218.0,0.0,10.0,high,low,no,STAY,19354,Android
zero,317619.0,0,0.0,2175.0,167,894483,340.0,1.0,10.0,low,high,no,STAY,15044,Android
zero,214260.0,0,0.0,3031.0,131,1187309,1334.0,1.0,13.0,low,low,yes,STAY,1354,IOS
zero,284809.0,195,66.0,3041.0,191,983555,977.0,14.0,1.0,low,high,no,STAY,1363,IOS
one,128165.0,121,27.0,1004.0,150,1165637,510.0,21.0,1.0,high,low,yes,STAY,197,Android
one,141727.0,194,11.0,2932.0,217,973282,489.0,18.0,12.0,high,low,yes,LEAVE,3167,Android
zero,129214.0,0,52.0,2495.0,126,1059829,782.0,0.0,2.0,low,high,yes,LEAVE,3656,Android
one,57873.0,207,10.0,7463.0,90,919009,851.0,0.0,6.0,low,low,yes,LEAVE,19195,IOS
one,108828.0,227,8.0,3176.0,186,649487,1120.0,23.0,6.0,high,low,yes,STAY,16077,IOS
zero,424865.0,227,0.0,5514.0,75,630248,873.0,29.0,9.0,avg,low,no,STAY,2176,IOS
one,410818.0,0,5.0,2574.0,165,1103147,1168.0,21.0,10.0,low,low,yes,STAY,264,IOS
zero,217529.0,0,0.0,684.0,62,1142646,742.0,1.0,13.0,high,low,yes,LEAVE,3543,Android
one,357211.0,68,0.0,7602.0,175,478936,582.0,4.0,14.0,low,low,no,LEAVE,7572,Android
one,421200.0,210,5.0,7250.0,117,1369906,695.0,16.0,6.0,low,low,no,STAY,3989,Android
zero,169740.0,52,81.0,4326.0,149,731857,524.0,4.0,2.0,low,high,no,LEAVE,2827,Android
zero,76065.0,156,0.0,4189.0,188,1062715,226.0,25.0,4.0,low,low,yes,LEAVE,8316,Android
one,327855.0,0,47.0,7678.0,210,1342185,937.0,0.0,11.0,low,high,no,STAY,5670,IOS
zero,413789.0,0,0.0,3616.0,69,626716,1226.0,1.0,15.0,high,low,no,LEAVE,8880,IOS
one,303005.0,243,21.0,3901.0,180,588345,527.0,12.0,4.0,high,high,yes,STAY,2140,Android
zero,317056.0,62,89.0,5605.0,185,500485,417.0,5.0,1.0,high,high,yes,LEAVE,1351,Android
one,354262.0,0,0.0,5915.0,116,983319,850.0,0.0,12.0,low,high,no,STAY,10874,IOS
zero,73172.0,0,11.0,1817.0,71,1373427,873.0,1.0,4.0,high,high,,STAY,11062,IOS
one,142053.0,178,0.0,2167.0,122,962368,857.0,18.0,13.0,high,high,yes,LEAVE,9562,IOS
one,362402.0,53,42.0,6727.0,129,579261,1142.0,1.0,2.0,high,high,no,LEAVE,9822,IOS
one,91077.0,183,69.0,7480.0,118,1225609,1006.0,27.0,2.0,high,low,yes,STAY,14948,IOS
one,123727.0,0,0.0,6414.0,179,664019,1086.0,1.0,13.0,low,low,yes,STAY,2490,IOS
one,303459.0,213,8.0,3481.0,131,575524,1009.0,25.0,5.0,low,high,no,LEAVE,15103,IOS
zero,298355.0,0,0.0,2643.0,77,1203068,260.0,12.0,12.0,low,low,yes,STAY,19396,Android
zero,87771.0,0,62.0,2202.0,76,374518,664.0,0.0,2.0,low,low,yes,LEAVE,18908,Android
zero,89169.0,73,0.0,5884.0,81,399555,973.0,3.0,8.0,low,low,yes,LEAVE,11548,IOS
zero,103442.0,47,18.0,5110.0,171,1387283,314.0,5.0,6.0,low,high,yes,STAY,4635,Android
one,225860.0,84,0.0,7079.0,81,689971,391.0,5.0,11.0,low,low,yes,LEAVE,10903,Android
one,398433.0,185,9.0,1193.0,129,1126756,285.0,0.0,6.0,low,high,no,LEAVE,5221,Android
zero,319199.0,57,48.0,2746.0,107,1368175,418.0,5.0,1.0,low,low,yes,STAY,17633,Android
zero,319660.0,0,7.0,,103,1172798,827.0,1.0,6.0,low,high,yes,STAY,10052,IOS
zero,187745.0,202,22.0,5329.0,52,350520,688.0,18.0,5.0,low,low,yes,LEAVE,14528,Android
one,156394.0,202,0.0,2703.0,70,963748,1113.0,21.0,9.0,low,low,no,LEAVE,5807,IOS
zero,326414.0,0,0.0,7599.0,73,1033797,560.0,1.0,9.0,low,low,yes,LEAVE,5201,Android
zero,282794.0,225,11.0,6062.0,165,497188,697.0,23.0,5.0,high,high,no,LEAVE,13862,Android
zero,278383.0,70,0.0,4250.0,168,569426,795.0,4.0,14.0,avg,high,,STAY,10756,Android
one,186750.0,152,34.0,5508.0,61,898293,1133.0,15.0,1.0,low,high,yes,STAY,19669,IOS
one,310137.0,0,0.0,5491.0,180,822360,623.0,1.0,14.0,low,high,no,STAY,11461,Android
zero,178465.0,194,48.0,2115.0,188,784694,346.0,21.0,2.0,low,high,no,LEAVE,15241,Android
one,219464.0,0,0.0,1925.0,154,965862,412.0,0.0,9.0,low,low,no,LEAVE,8676,Android
one,321641.0,0,0.0,6345.0,84,1414515,544.0,23.0,12.0,low,low,no,STAY,15713,Android
zero,121318.0,159,63.0,430.0,53,419689,811.0,29.0,1.0,low,high,,LEAVE,16999,IOS
one,236007.0,191,56.0,3454.0,178,766323,584.0,25.0,1.0,low,low,yes,LEAVE,12451,Android
zero,135055.0,0,0.0,6203.0,59,607573,777.0,0.0,9.0,high,low,no,LEAVE,7788,Android
one,283662.0,0,0.0,7888.0,94,1335884,946.0,1.0,2.0,low,high,yes,STAY,14042,IOS
one,252077.0,0,0.0,5007.0,176,514460,225.0,0.0,8.0,high,low,no,LEAVE,10242,Android
one,380569.0,219,16.0,7044.0,176,1181629,596.0,26.0,5.0,low,low,yes,LEAVE,11604,Android
zero,158870.0,67,50.0,6645.0,115,928011,1333.0,4.0,2.0,low,low,yes,STAY,5925,IOS
zero,184245.0,197,42.0,2866.0,79,1334460,1330.0,25.0,1.0,low,low,yes,STAY,13594,IOS
zero,248887.0,0,10.0,6035.0,67,1060438,1315.0,0.0,5.0,low,low,yes,STAY,336,IOS
one,175206.0,177,47.0,3735.0,142,559448,1152.0,26.0,2.0,low,high,yes,LEAVE,9586,IOS
one,249149.0,198,70.0,4024.0,186,771343,958.0,19.0,2.0,low,high,yes,LEAVE,4587,IOS
one,356883.0,0,28.0,1274.0,117,888031,1024.0,1.0,1.0,low,low,yes,STAY,19698,IOS
one,392358.0,0,35.0,7991.0,189,885071,399.0,0.0,2.0,low,low,,LEAVE,16609,Android
one,78404.0,87,21.0,7827.0,174,584581,1308.0,5.0,5.0,high,low,yes,LEAVE,8878,IOS
zero,228105.0,34,0.0,1289.0,170,598025,1093.0,4.0,13.0,low,low,yes,LEAVE,17173,IOS
one,356397.0,0,51.0,4887.0,212,1141137,991.0,0.0,1.0,low,low,yes,LEAVE,11418,IOS
zero,419507.0,0,0.0,5960.0,117,900376,892.0,0.0,1.0,high,low,no,STAY,8621,IOS
one,135453.0,183,6.0,5818.0,102,1145938,497.0,21.0,6.0,low,low,yes,LEAVE,16381,Android
one,147789.0,38,8.0,3073.0,73,864987,690.0,3.0,4.0,low,low,,STAY,7724,Android
zero,429126.0,211,0.0,7201.0,143,581834,1212.0,19.0,5.0,low,high,yes,LEAVE,9938,IOS
zero,74495.0,0,89.0,5449.0,81,705027,565.0,0.0,2.0,low,low,yes,STAY,3284,Android
one,119929.0,64,7.0,5132.0,108,891415,1163.0,0.0,4.0,low,high,yes,LEAVE,7277,IOS
one,146402.0,64,18.0,5510.0,204,908804,1011.0,4.0,6.0,low,low,yes,LEAVE,325,IOS
one,68177.0,189,39.0,785.0,90,599260,1297.0,23.0,1.0,low,high,no,LEAVE,6307,IOS
one,371065.0,0,22.0,4347.0,216,688650,436.0,1.0,6.0,avg,high,no,STAY,1999,Android
zero,211077.0,71,0.0,1597.0,133,979974,1029.0,5.0,14.0,low,low,yes,STAY,4530,IOS
one,289132.0,57,41.0,5753.0,161,725220,680.0,3.0,1.0,low,high,no,STAY,10495,Android
one,77024.0,77,37.0,1471.0,76,858699,1023.0,3.0,1.0,low,low,yes,LEAVE,12891,IOS
zero,368518.0,55,11.0,1135.0,216,808769,762.0,5.0,6.0,high,high,yes,LEAVE,4637,Android
zero,334045.0,69,11.0,7777.0,150,733031,458.0,3.0,5.0,low,high,no,STAY,16153,Android
zero,295557.0,0,0.0,7663.0,108,1060488,393.0,0.0,15.0,high,low,yes,LEAVE,2921,Android
one,68119.0,223,0.0,7619.0,114,1244459,431.0,20.0,11.0,low,low,yes,STAY,6853,Android
one,236048.0,78,62.0,5030.0,129,434349,283.0,3.0,1.0,low,low,no,LEAVE,10335,Android
zero,312933.0,51,0.0,3931.0,178,1197039,699.0,5.0,12.0,high,low,yes,STAY,2226,Android
zero,185228.0,0,0.0,7165.0,184,636039,1283.0,1.0,12.0,low,low,yes,LEAVE,10774,IOS
zero,249742.0,201,0.0,1345.0,140,581807,383.0,27.0,15.0,low,avg,yes,LEAVE,7978,Android
one,355702.0,0,5.0,3489.0,98,1112826,901.0,25.0,5.0,high,low,yes,LEAVE,9603,IOS
one,212797.0,210,5.0,6033.0,59,621987,401.0,29.0,6.0,low,high,yes,LEAVE,17919,Android
zero,180450.0,145,0.0,1819.0,106,768627,886.0,15.0,9.0,high,low,yes,LEAVE,1042,IOS
one,184697.0,169,18.0,896.0,69,1102231,800.0,10.0,6.0,low,low,yes,LEAVE,8195,Android
one,75685.0,47,0.0,3778.0,175,933302,964.0,0.0,9.0,low,low,no,LEAVE,18352,IOS
one,177306.0,67,28.0,2838.0,121,623814,1266.0,5.0,1.0,low,low,yes,LEAVE,8419,IOS
zero,259381.0,75,0.0,2276.0,175,1119595,263.0,4.0,8.0,low,low,yes,STAY,17403,Android
zero,202025.0,46,48.0,1192.0,185,1140457,983.0,3.0,2.0,low,high,yes,STAY,726,IOS
one,405233.0,208,0.0,3351.0,196,1085930,659.0,14.0,12.0,low,low,yes,LEAVE,8054,Android
one,301806.0,62,9.0,6646.0,74,659229,990.0,5.0,4.0,low,high,no,LEAVE,11936,IOS
one,128294.0,64,73.0,464.0,110,566570,1224.0,5.0,2.0,high,low,yes,LEAVE,8121,IOS
zero,311961.0,0,0.0,7522.0,201,510740,1277.0,1.0,11.0,low,high,yes,LEAVE,13920,IOS
one,67981.0,0,0.0,4604.0,129,702873,825.0,1.0,14.0,low,low,yes,LEAVE,5484,IOS
zero,371908.0,0,64.0,6341.0,172,1178297,246.0,0.0,1.0,high,low,,LEAVE,17653,Android
one,337191.0,0,0.0,7893.0,175,440539,418.0,0.0,10.0,high,high,no,LEAVE,17614,Android
zero,64464.0,235,16.0,3620.0,67,1122696,777.0,1.0,4.0,high,high,no,STAY,4872,Android
zero,142150.0,73,23.0,7394.0,95,708649,,5.0,6.0,low,low,yes,STAY,17550,Android
zero,233670.0,216,34.0,4060.0,57,434969,969.0,28.0,2.0,low,low,no,LEAVE,19826,IOS
zero,106129.0,0,19.0,7172.0,88,597385,505.0,1.0,5.0,low,low,yes,STAY,3188,Android
one,334996.0,66,0.0,3855.0,63,1182443,808.0,4.0,9.0,high,low,yes,STAY,11403,IOS
zero,98601.0,162,0.0,2314.0,61,569276,608.0,0.0,10.0,low,low,yes,LEAVE,19944,Android
one,58967.0,0,,4456.0,62,413376,431.0,1.0,1.0,high,high,yes,LEAVE,17643,Android
zero,167691.0,0,27.0,4879.0,124,412927,400.0,3.0,5.0,low,low,yes,LEAVE,12181,Android
zero,354812.0,0,22.0,2287.0,61,715300,1211.0,1.0,9.0,high,low,yes,STAY,10686,IOS
zero,340199.0,0,38.0,7177.0,134,740218,760.0,0.0,1.0,avg,low,yes,STAY,7845,Android
one,91998.0,0,0.0,3995.0,66,1175811,1236.0,1.0,8.0,high,high,yes,LEAVE,8995,IOS
zero,71819.0,165,22.0,3628.0,141,505017,430.0,23.0,5.0,high,low,yes,LEAVE,13888,Android
zero,262761.0,0,14.0,,89,749312,1287.0,1.0,6.0,low,low,yes,STAY,18732,IOS
zero,172993.0,82,23.0,5706.0,208,1182685,968.0,4.0,6.0,low,low,no,STAY,3350,IOS
one,278516.0,152,0.0,6931.0,75,787151,473.0,14.0,13.0,high,low,yes,LEAVE,17011,Android
zero,344352.0,64,30.0,7652.0,143,758266,767.0,4.0,1.0,high,high,yes,LEAVE,1559,Android
one,375670.0,0,55.0,7210.0,128,939502,1143.0,1.0,1.0,high,high,yes,LEAVE,6581,IOS
zero,337601.0,60,0.0,4031.0,100,499132,629.0,4.0,10.0,avg,low,yes,LEAVE,1840,Android
zero,278405.0,0,7.0,6814.0,87,898399,1220.0,0.0,4.0,high,low,yes,LEAVE,9967,IOS
one,280017.0,0,72.0,992.0,74,1075954,1103.0,0.0,1.0,high,low,no,LEAVE,11065,IOS
zero,352112.0,35,0.0,537.0,53,1057436,1300.0,3.0,8.0,low,low,yes,STAY,13999,IOS
zero,65123.0,53,63.0,908.0,100,1418022,1067.0,4.0,1.0,low,high,yes,STAY,16983,IOS
zero,244891.0,59,0.0,1526.0,89,447664,868.0,3.0,13.0,high,low,no,LEAVE,15371,IOS
zero,295367.0,0,50.0,7976.0,213,916978,433.0,0.0,12.0,low,low,yes,LEAVE,1140,Android
zero,197214.0,193,58.0,1729.0,80,1128287,707.0,17.0,2.0,low,low,yes,STAY,11940,Android
zero,201316.0,181,13.0,7055.0,193,1212551,933.0,25.0,10.0,low,low,yes,STAY,2501,IOS
one,368555.0,0,39.0,4753.0,160,1023032,892.0,17.0,1.0,high,low,no,LEAVE,4335,IOS
one,235253.0,50,34.0,1414.0,190,1018603,225.0,3.0,2.0,avg,high,yes,STAY,10807,Android
zero,115782.0,254,84.0,525.0,74,574845,320.0,14.0,1.0,low,low,yes,LEAVE,11554,Android
zero,65414.0,214,0.0,4489.0,187,1290675,1174.0,28.0,1.0,high,high,no,STAY,14479,IOS
one,200051.0,42,0.0,2558.0,58,555639,1034.0,4.0,14.0,avg,low,yes,LEAVE,1315,IOS
one,208094.0,0,0.0,2987.0,61,598785,804.0,3.0,13.0,low,high,yes,STAY,17985,IOS
one,130270.0,199,65.0,1603.0,188,1365421,1110.0,23.0,2.0,low,high,yes,STAY,7527,IOS
one,239543.0,200,14.0,4593.0,83,905483,483.0,1.0,5.0,low,high,yes,STAY,16766,Android
one,255451.0,220,0.0,2496.0,73,1107620,222.0,12.0,10.0,low,high,no,STAY,2206,Android
