age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
53,technician,single,tertiary,no,17693,yes,no,telephone,30,jun,983,3,259,1,success,no
62,technician,divorced,secondary,no,2054,no,no,cellular,5,mar,203,3,353,6,other,no
37,unemployed,married,tertiary,no,14090,yes,no,cellular,12,sep,724,1,187,0,success,no
82,unemployed,single,secondary,no,21808,yes,no,cellular,7,aug,102,6,383,4,failure,no
25,retired,divorced,primary,no,38449,yes,no,unknown,27,sep,174,4,29,8,unknown,yes
33,blue-collar,divorced,secondary,no,13569,no,no,cellular,9,apr,937,8,273,8,success,yes
31,unemployed,married,tertiary,no,30227,yes,no,cellular,5,aug,693,6,308,3,failure,yes
32,entrepreneur,married,tertiary,no,4508,yes,yes,telephone,4,nov,85,3,382,9,other,no
83,retired,divorced,primary,no,14608,no,no,cellular,10,mar,724,7,130,1,failure,no
49,housemaid,married,tertiary,no,21523,no,no,telephone,16,may,663,3,174,8,other,yes
80,retired,married,primary,no,8433,no,no,cellular,11,jul,273,9,302,3,unknown,no
68,admin.,divorced,tertiary,no,29939,no,no,cellular,29,jan,923,8,47,2,other,no
42,technician,divorced,tertiary,no,43112,no,no,cellular,9,jan,233,3,371,2,other,no
75,admin.,married,primary,yes,22520,yes,no,cellular,24,mar,620,2,170,6,failure,yes
80,entrepreneur,single,tertiary,no,9888,yes,no,cellular,5,apr,45,3,310,1,unknown,no
79,services,married,tertiary,no,28932,no,yes,cellular,25,jan,155,4,328,4,failure,yes
39,services,single,primary,no,17734,no,no,cellular,11,aug,628,3,4,1,unknown,no
75,unemployed,divorced,secondary,no,1827,no,no,cellular,30,feb,495,9,74,6,failure,yes
75,housemaid,single,primary,no,48555,yes,no,cellular,9,nov,819,2,202,6,success,no
66,retired,divorced,tertiary,no,14257,yes,no,cellular,17,may,907,8,367,2,failure,no
69,services,married,secondary,no,30194,no,no,cellular,28,jun,457,7,380,2,other,no
59,self-employed,married,secondary,no,29318,no,no,telephone,22,nov,380,1,208,7,failure,yes
87,unemployed,divorced,secondary,no,14793,no,no,cellular,11,jun,584,6,34,6,other,no
32,self-employed,divorced,primary,no,32684,yes,no,cellular,21,jun,108,6,279,3,failure,yes
71,housemaid,divorced,secondary,no,26014,yes,no,cellular,6,nov,530,9,175,1,failure,yes
77,student,married,secondary,yes,859,no,no,cellular,26,jan,818,8,53,2,other,yes
25,technician,married,secondary,no,37840,no,no,cellular,16,mar,408,7,167,2,unknown,no
70,retired,single,tertiary,no,29856,yes,no,telephone,19,mar,293,7,311,4,failure,yes
77,unemployed,divorced,primary,no,46291,yes,yes,telephone,14,aug,334,5,325,6,success,no
22,entrepreneur,single,primary,yes,32819,no,no,telephone,3,jun,517,2,46,3,success,yes
85,management,married,tertiary,no,18085,no,yes,cellular,10,feb,769,5,102,0,other,no
23,management,single,secondary,no,6214,yes,yes,cellular,21,jan,154,1,1,2,other,yes
64,management,single,tertiary,no,33736,yes,yes,unknown,23,apr,647,6,83,2,other,no
72,services,married,tertiary,no,39704,yes,no,cellular,4,jan,771,2,171,0,success,yes
57,student,married,secondary,no,-1399,yes,no,unknown,22,may,675,1,274,7,other,yes
69,student,divorced,secondary,yes,22318,no,no,cellular,21,dec,110,1,327,3,other,no
33,retired,single,primary,no,13451,yes,yes,unknown,2,nov,901,1,231,4,unknown,yes
30,retired,married,secondary,no,44025,no,no,unknown,13,aug,650,4,162,2,success,yes
47,student,married,tertiary,no,3274,no,no,cellular,11,oct,204,5,58,3,unknown,no
36,housemaid,single,tertiary,no,16226,yes,no,cellular,12,feb,705,5,76,0,unknown,no
34,retired,married,secondary,no,41634,yes,no,cellular,1,aug,154,1,16,3,other,yes
80,housemaid,divorced,primary,no,28926,yes,no,unknown,22,aug,377,6,95,1,unknown,no
36,unemployed,divorced,tertiary,no,43136,yes,no,telephone,21,jun,918,3,64,9,failure,yes
75,admin.,single,secondary,no,17046,yes,no,cellular,9,aug,396,4,29,5,failure,yes
72,self-employed,divorced,primary,no,6674,no,no,cellular,12,feb,564,5,236,1,failure,yes
79,technician,married,primary,no,17023,no,no,telephone,7,jul,444,4,263,8,unknown,no
40,unemployed,married,tertiary,no,19910,no,no,cellular,17,dec,907,4,146,1,failure,no
26,retired,married,tertiary,no,46230,no,no,telephone,29,aug,872,1,146,3,success,no
29,student,married,primary,no,9503,no,no,telephone,10,apr,603,2,45,3,failure,no
18,self-employed,single,primary,no,46392,no,no,unknown,6,sep,753,2,242,0,failure,yes
75,self-employed,divorced,primary,no,45138,yes,no,cellular,27,nov,281,2,255,6,unknown,yes
18,blue-collar,divorced,secondary,no,3368,no,no,cellular,7,jun,637,1,81,0,success,yes
51,unemployed,married,tertiary,no,21527,yes,no,cellular,19,dec,750,8,354,7,unknown,no
65,student,single,primary,no,43335,yes,yes,unknown,14,mar,598,1,140,2,success,yes
18,technician,married,tertiary,no,20487,yes,no,cellular,25,apr,263,8,127,7,success,no
33,student,married,tertiary,no,34593,no,no,cellular,27,dec,387,1,8,7,unknown,no
78,retired,single,tertiary,no,8391,no,no,cellular,30,apr,355,3,175,9,failure,no
81,entrepreneur,single,primary,no,7874,no,no,cellular,30,jan,94,9,396,9,other,no
80,admin.,married,secondary,no,1608,no,no,telephone,11,oct,322,8,208,4,other,no
86,housemaid,divorced,primary,no,28451,yes,no,telephone,2,jan,353,2,40,2,failure,no
39,entrepreneur,married,tertiary,no,37646,no,yes,cellular,1,jan,360,4,122,8,other,yes
84,admin.,divorced,primary,no,31786,no,no,cellular,26,apr,558,8,185,0,other,yes
43,entrepreneur,divorced,primary,no,25546,no,no,unknown,10,jan,164,9,23,0,success,yes
33,housemaid,single,tertiary,no,48463,yes,yes,cellular,12,jun,849,7,162,1,unknown,no
68,services,single,tertiary,yes,40378,yes,no,cellular,9,feb,448,1,349,9,unknown,yes
74,student,married,primary,no,33268,no,no,cellular,23,jan,159,8,33,5,failure,no
46,entrepreneur,divorced,primary,no,667,yes,yes,cellular,26,jul,965,1,251,1,failure,no
86,retired,divorced,primary,no,40346,no,no,cellular,29,jun,578,9,245,3,unknown,no
64,technician,married,primary,yes,3230,yes,no,cellular,11,jan,791,8,393,5,other,yes
79,unemployed,married,secondary,no,23720,no,no,cellular,1,dec,598,4,8,1,failure,yes
86,management,married,primary,no,41023,yes,no,cellular,20,oct,386,4,262,3,success,no
33,retired,single,secondary,no,35602,no,yes,cellular,10,dec,551,4,103,6,unknown,yes
65,housemaid,married,tertiary,no,-454,yes,no,telephone,29,sep,489,6,218,0,other,yes
56,technician,married,secondary,no,13050,no,no,cellular,19,jun,622,2,253,8,success,yes
50,retired,divorced,tertiary,no,45817,yes,no,cellular,27,feb,971,4,132,9,unknown,yes
40,self-employed,married,secondary,no,49297,no,yes,cellular,23,jul,631,4,204,9,unknown,yes
27,student,divorced,tertiary,no,49315,no,no,telephone,21,mar,930,8,122,6,other,yes
86,technician,divorced,primary,no,28134,yes,no,cellular,25,jul,930,2,214,8,failure,yes
51,self-employed,single,secondary,no,13640,no,no,unknown,11,sep,661,8,62,6,success,no
69,retired,married,secondary,no,18828,yes,no,cellular,3,may,643,2,300,0,success,yes
27,admin.,married,tertiary,no,12284,yes,no,cellular,27,jan,524,9,358,6,success,no
36,blue-collar,divorced,tertiary,no,1423,yes,yes,cellular,16,may,568,9,36,8,unknown,no
75,admin.,single,secondary,no,26577,no,no,cellular,22,aug,290,6,246,7,other,no
18,student,single,tertiary,no,17070,yes,no,cellular,10,aug,602,5,151,3,other,no
86,technician,married,primary,no,332,yes,yes,cellular,2,mar,165,7,220,4,unknown,yes
21,technician,divorced,secondary,no,4066,no,no,cellular,19,apr,956,8,340,2,success,no
33,student,married,primary,no,16040,no,yes,cellular,4,dec,638,8,256,9,success,no
41,self-employed,married,secondary,no,36806,yes,yes,telephone,16,aug,690,3,22,9,other,no
19,blue-collar,married,primary,no,6583,no,no,telephone,6,aug,256,3,355,1,failure,yes
49,retired,married,secondary,no,36057,no,no,cellular,11,jul,818,5,65,2,unknown,no
41,unemployed,divorced,tertiary,no,20604,yes,no,cellular,17,jun,848,5,247,6,failure,no
29,housemaid,single,secondary,no,24564,no,no,cellular,15,apr,876,2,233,7,success,no
67,admin.,married,primary,no,31064,yes,no,cellular,22,oct,257,5,88,1,unknown,no
52,admin.,married,secondary,no,20857,no,no,cellular,4,sep,856,1,92,8,unknown,yes
50,management,married,primary,no,48238,yes,no,cellular,24,feb,790,7,347,3,failure,yes
50,blue-collar,married,primary,no,26941,no,no,cellular,25,feb,287,7,325,1,unknown,yes
78,housemaid,single,primary,no,35962,yes,yes,telephone,8,jan,443,1,187,6,other,yes
68,admin.,single,tertiary,no,36573,no,no,cellular,24,nov,855,3,135,1,failure,yes
60,housemaid,single,secondary,no,43565,yes,no,cellular,29,dec,249,8,171,6,other,no
29,unemployed,single,primary,yes,23692,yes,yes,cellular,29,mar,265,9,14,7,success,yes
84,retired,married,tertiary,no,14879,yes,no,unknown,18,mar,49,3,373,8,failure,no
82,technician,divorced,primary,no,33763,no,no,telephone,14,apr,453,6,362,0,unknown,no
50,housemaid,single,secondary,no,14477,yes,no,cellular,26,mar,442,6,230,1,failure,no
57,admin.,single,tertiary,no,43680,yes,no,cellular,2,oct,418,6,396,1,other,no
60,self-employed,married,primary,yes,4393,yes,no,cellular,16,jun,374,5,172,6,other,yes
61,blue-collar,married,primary,no,31488,no,no,cellular,22,sep,679,6,99,5,success,no
46,student,married,primary,no,19459,yes,no,cellular,15,aug,496,6,184,8,unknown,no
30,entrepreneur,married,secondary,no,37093,no,no,unknown,21,jun,218,6,28,2,unknown,no
29,services,divorced,tertiary,no,10554,yes,no,cellular,6,aug,646,8,378,7,success,no
63,services,divorced,tertiary,no,35867,yes,no,cellular,9,aug,397,6,310,4,other,yes
19,entrepreneur,single,tertiary,no,10568,yes,no,telephone,12,oct,414,3,348,4,unknown,no
52,housemaid,divorced,primary,no,34794,no,no,telephone,10,jun,972,7,286,9,unknown,no
25,blue-collar,single,tertiary,no,43015,yes,yes,cellular,7,feb,127,6,76,4,other,no
43,housemaid,single,primary,no,3057,yes,yes,cellular,5,may,982,9,21,7,success,yes
51,unemployed,divorced,secondary,yes,15490,yes,no,cellular,26,apr,299,4,15,6,other,no
24,unemployed,single,tertiary,no,3305,no,no,cellular,23,dec,694,1,120,6,unknown,yes
85,unemployed,married,primary,no,30740,yes,no,telephone,8,jun,247,6,226,3,failure,no
75,student,single,tertiary,no,42682,no,no,unknown,27,feb,50,9,173,5,success,yes
46,blue-collar,married,tertiary,yes,22118,yes,no,telephone,12,apr,301,8,393,0,failure,yes
53,entrepreneur,divorced,secondary,no,4674,yes,no,cellular,1,aug,743,2,39,5,other,no
38,unemployed,divorced,tertiary,no,40331,yes,yes,telephone,10,jan,189,3,13,4,success,no
53,unemployed,single,secondary,no,22998,no,no,cellular,11,mar,521,8,212,0,success,yes
27,housemaid,married,tertiary,no,13316,no,no,cellular,27,apr,458,9,89,0,success,no
41,management,single,tertiary,yes,14217,yes,no,cellular,23,feb,605,8,50,2,other,yes
81,admin.,divorced,tertiary,no,5,no,no,cellular,20,dec,625,1,314,3,success,no
66,self-employed,single,tertiary,no,43509,yes,no,unknown,5,feb,614,3,55,0,success,no
53,technician,single,tertiary,no,12602,no,no,cellular,13,jun,601,8,287,9,unknown,yes
41,self-employed,married,tertiary,no,19645,yes,no,cellular,18,jun,895,1,147,6,success,yes
40,student,divorced,secondary,no,43371,yes,no,cellular,10,mar,688,7,18,1,unknown,yes
79,housemaid,single,secondary,no,11987,no,no,telephone,21,aug,76,4,367,3,success,no
54,retired,married,primary,no,47915,no,yes,cellular,25,dec,252,7,322,8,other,no
29,unemployed,single,tertiary,no,11543,yes,no,cellular,17,mar,989,4,99,7,success,yes
72,blue-collar,married,secondary,no,25944,yes,no,telephone,19,feb,187,8,355,1,success,no
30,housemaid,married,tertiary,no,7144,yes,yes,cellular,4,may,76,6,186,8,other,yes
40,blue-collar,single,tertiary,no,41882,no,no,cellular,9,jul,830,8,31,0,success,no
47,technician,divorced,secondary,no,36459,yes,no,cellular,18,jan,751,1,29,5,failure,yes
34,management,divorced,tertiary,no,37827,no,no,cellular,16,feb,562,9,160,2,success,no
79,self-employed,married,secondary,yes,28741,yes,no,unknown,7,feb,380,9,276,0,success,no
30,admin.,divorced,secondary,no,2479,yes,yes,cellular,25,aug,348,6,360,7,unknown,no
76,technician,married,primary,no,2198,yes,no,unknown,12,oct,260,9,284,5,unknown,no
36,technician,divorced,primary,no,7091,yes,no,cellular,26,jun,327,6,3,3,failure,yes
66,self-employed,single,primary,no,45836,yes,no,unknown,4,apr,474,6,167,2,other,yes
29,technician,divorced,primary,no,2205,yes,no,cellular,21,apr,134,4,171,9,success,no
78,retired,married,tertiary,no,1641,no,no,cellular,28,may,667,3,213,1,unknown,no
36,retired,married,tertiary,no,1543,yes,no,cellular,12,mar,912,3,315,4,failure,no
26,services,divorced,primary,no,46192,no,no,cellular,12,dec,328,2,115,7,other,yes
88,services,single,secondary,no,3591,yes,no,cellular,26,apr,97,4,253,7,unknown,yes
45,retired,married,secondary,yes,42601,no,no,cellular,4,dec,567,9,267,2,other,no
69,entrepreneur,married,secondary,no,27341,no,no,cellular,12,apr,702,7,250,8,failure,yes
33,management,married,secondary,no,27055,no,yes,cellular,23,jul,649,3,391,9,other,yes
86,blue-collar,married,tertiary,no,4116,no,no,cellular,8,jul,830,8,204,4,other,no
29,management,married,secondary,no,-1239,yes,no,cellular,24,jan,846,9,207,6,failure,no
42,student,single,secondary,no,407,no,no,telephone,30,dec,625,1,161,8,other,no
69,technician,divorced,primary,no,29594,no,no,cellular,30,mar,70,1,272,6,failure,yes
70,admin.,single,secondary,no,-1115,yes,no,unknown,3,sep,229,9,381,9,other,no
40,technician,single,tertiary,no,30195,yes,no,cellular,16,jun,577,9,138,2,unknown,yes
33,management,married,secondary,no,33411,yes,yes,unknown,2,jun,997,7,373,1,unknown,yes
74,retired,single,secondary,no,25819,yes,no,cellular,6,apr,892,3,167,6,unknown,yes
56,unemployed,married,tertiary,no,9125,yes,no,unknown,28,oct,404,4,142,9,unknown,yes
70,self-employed,single,primary,no,19494,yes,yes,cellular,17,sep,435,7,220,7,failure,yes
59,student,married,tertiary,no,32236,yes,no,telephone,12,dec,263,9,267,3,other,no
75,retired,married,primary,no,22585,no,no,telephone,9,mar,537,8,378,0,failure,yes
56,management,single,secondary,no,20045,yes,no,cellular,16,aug,271,8,74,5,success,yes
31,self-employed,single,primary,no,20447,no,no,cellular,7,jun,972,1,116,8,other,yes
22,admin.,divorced,primary,no,44134,yes,no,telephone,8,dec,368,6,96,3,failure,yes
52,unemployed,divorced,primary,no,37783,yes,no,cellular,7,feb,49,6,31,2,other,no
35,management,divorced,secondary,yes,24238,yes,yes,cellular,21,mar,884,5,336,5,other,yes
26,blue-collar,single,primary,no,37091,yes,no,cellular,5,jan,693,1,65,5,success,yes
75,housemaid,single,primary,no,39703,yes,no,cellular,23,mar,923,3,308,3,unknown,no
34,self-employed,married,secondary,no,33196,yes,no,telephone,7,apr,200,4,4,6,other,yes
24,management,divorced,tertiary,no,9685,yes,no,cellular,18,jun,245,7,290,1,other,yes
63,retired,married,tertiary,no,10738,no,no,cellular,18,oct,897,5,239,0,success,yes
30,blue-collar,married,tertiary,no,40076,yes,no,cellular,16,jul,870,2,53,5,failure,no
57,entrepreneur,married,secondary,no,46647,yes,no,cellular,7,mar,773,3,381,2,unknown,no
59,self-employed,married,secondary,no,13772,no,no,unknown,21,nov,45,1,69,2,failure,yes
26,unemployed,divorced,tertiary,no,8633,yes,no,cellular,2,jul,312,6,92,0,failure,no
67,blue-collar,married,primary,no,21492,yes,no,cellular,17,apr,330,8,141,1,failure,no
44,retired,single,tertiary,no,48506,yes,no,cellular,25,jan,194,4,20,2,unknown,no
83,management,single,secondary,no,49632,yes,no,telephone,27,jan,810,2,47,0,failure,no
22,technician,single,primary,no,41961,yes,yes,cellular,8,aug,720,4,134,7,failure,yes
46,admin.,divorced,primary,no,48338,yes,yes,cellular,2,oct,287,4,390,5,unknown,yes
54,unemployed,married,secondary,no,46049,yes,no,cellular,18,jul,617,5,229,8,unknown,no
55,technician,divorced,primary,no,34855,no,yes,cellular,19,apr,646,3,98,0,success,yes
25,unemployed,married,tertiary,no,4228,yes,no,cellular,20,jan,382,9,291,3,failure,no
82,housemaid,divorced,secondary,no,831,yes,no,cellular,9,jun,116,7,198,3,success,yes
34,unemployed,divorced,secondary,no,18045,no,yes,telephone,12,nov,856,9,332,4,other,yes
88,blue-collar,married,secondary,no,16132,no,no,unknown,22,dec,555,7,119,1,success,yes
62,housemaid,divorced,secondary,no,9055,yes,yes,telephone,19,nov,900,4,225,0,success,yes
21,admin.,married,primary,no,22318,no,no,cellular,30,oct,974,5,237,8,success,no
53,blue-collar,single,secondary,no,11795,yes,no,cellular,8,jul,827,7,275,4,success,no
87,services,single,secondary,no,38320,yes,no,cellular,22,jun,788,6,99,7,failure,no
48,retired,single,primary,no,17648,no,yes,telephone,8,dec,907,9,381,2,other,yes
36,blue-collar,divorced,secondary,no,20158,no,no,cellular,10,jun,782,3,185,3,other,no
78,retired,single,primary,yes,19747,yes,yes,unknown,28,aug,895,8,157,3,unknown,yes
71,technician,married,primary,yes,21234,no,no,cellular,18,jun,38,4,4,5,other,no
56,student,single,secondary,no,45373,no,no,telephone,15,feb,492,9,168,3,success,no
36,self-employed,single,tertiary,no,29560,yes,no,cellular,24,jul,565,1,373,4,unknown,yes
56,student,divorced,secondary,no,9282,yes,no,cellular,11,oct,653,5,178,4,success,no
84,management,married,tertiary,no,31831,yes,no,cellular,21,apr,326,4,210,7,failure,no
62,self-employed,divorced,primary,no,21043,no,no,unknown,26,nov,985,5,162,8,failure,no
30,unemployed,divorced,tertiary,no,44112,yes,no,unknown,14,nov,246,6,126,7,other,yes
75,self-employed,married,secondary,no,18929,no,yes,telephone,15,mar,257,1,294,4,success,yes
37,entrepreneur,divorced,secondary,no,46666,yes,no,cellular,14,aug,61,8,216,5,success,yes
89,self-employed,married,tertiary,no,33500,yes,no,telephone,12,oct,460,3,139,3,success,no
78,admin.,single,secondary,yes,-128,no,yes,cellular,4,dec,818,7,130,1,unknown,yes
56,student,married,tertiary,no,35488,no,yes,cellular,3,dec,199,7,352,4,unknown,yes
18,technician,married,primary,no,-31,yes,no,cellular,12,may,260,9,249,0,unknown,no
20,retired,married,tertiary,no,23460,yes,no,cellular,25,apr,99,7,376,0,other,no
79,management,divorced,tertiary,no,10155,yes,no,cellular,26,nov,140,8,99,0,other,no
80,self-employed,married,tertiary,no,9870,yes,no,telephone,7,apr,118,4,318,3,success,no
42,management,married,tertiary,no,47470,yes,no,cellular,7,may,31,4,96,4,success,no
73,technician,married,primary,no,26392,no,no,cellular,22,dec,956,8,334,3,other,no
50,management,single,primary,no,1717,yes,no,cellular,25,apr,85,4,277,5,unknown,no
55,unemployed,married,primary,no,-626,yes,no,cellular,19,mar,699,4,184,1,unknown,no
23,technician,divorced,tertiary,no,19826,yes,no,cellular,14,apr,988,3,341,4,unknown,yes
75,unemployed,married,primary,no,6679,no,no,cellular,1,oct,300,3,141,5,unknown,no
61,self-employed,married,secondary,no,47602,yes,no,cellular,7,may,303,4,343,4,unknown,no
62,technician,single,primary,no,11427,no,no,cellular,25,dec,573,2,347,5,other,yes
49,self-employed,married,tertiary,no,21564,yes,yes,cellular,22,feb,299,3,354,7,failure,yes
62,unemployed,divorced,secondary,no,32708,yes,no,cellular,10,jul,219,2,381,1,failure,no
78,entrepreneur,married,tertiary,no,33135,yes,no,cellular,18,may,751,6,77,6,failure,no
64,entrepreneur,divorced,secondary,no,42196,yes,yes,cellular,13,sep,512,3,355,5,success,no
